id_bien;num_voie;voie;code_postal;surface_totale;type_local;total_piece;id_codedep_codecom
28524;5 ;PAS PIERRE CURIE;95410;45.2;Maison;3;95288
28525;5 ;RUE VICTOR HUGO;95150;40.61;Appartement;2;95607
28526;25 ;RUE HELIE DENOIX DE SAINT-MARC;95320;56.36;Appartement;3;95563
28527;245 ;RUE D EPINAY;95360;80.23;Maison;4;95427
28528;214 ;AV LA DIVISION LECLERC;95160;38.3;Appartement;2;95428
28529;5 ;AV DIABLOTS;95320;68.76;Appartement;3;95563
28530;155 ;CHS JULES CESAR;95250;72.71;Appartement;3;95051
28531;14 ;RUE EUGENE LAMARRE;95170;74.43;Appartement;4;95197
28532;2 ;RUE PATRICK MODIANO;95550;62.1;Appartement;3;95060
28533;33 ;AV MARCHAND;95160;65.52;Appartement;4;95428
28534;74 ;RUE DU GENERAL LECLERC;95210;44.45;Appartement;2;95555
28535;72 ;RUE DES THERMES;95880;84.87;Appartement;4;95210
28536;1 B;RUE DES POIRIERS;95360;50.81;Appartement;3;95427
28537;1 ;ALL RASPAIL;95600;97.04;Maison;4;95203
28538;7 ;RUE DU TEMPLE;95160;27.05;Appartement;2;95428
28539;4 ;PL DES ARTS;95120;89.39;Appartement;5;95219
28540;106 ;RUE DES CHESNEAUX;95160;35.97;Appartement;2;95428
28541;4 ;RUE DU BOIS JACQUES;95600;53.4;Appartement;3;95203
28542;20 ;AV DE PARIS;95600;64.29;Appartement;4;95203
28543;88 ;RUE DU GROS NOYER;95120;71.74;Appartement;4;95219
28544;29 ;AV DU GEN DE GAULLE;95230;60.3;Appartement;1;95598
28545;63 ;CHS JULES CESAR;95130;61.1;Appartement;3;95252
28546;5 ;RUE JOHN KENNEDY;95210;44.22;Appartement;2;95555
28547;24 ;RUE NAPOLEON FAUVEAU;95170;90.77;Appartement;4;95197
28548;131 ;CHS JULES CESAR;95250;50.78;Appartement;2;95051
28549;14 ;RUE GALLIENI;95360;39.62;Appartement;2;95427
28550;7 ;AV MAURICE UTRILLO;95360;69.37;Appartement;4;95427
28551;26 ;RUE PASTEUR;95880;74.09;Appartement;3;95210
28552;34 ;RUE DE LA PERSEVERANCE;95600;66.62;Maison;4;95203
28553;2 ;RUE DE LA TOUR;95130;48.3;Appartement;2;95252
28554;4 ;ALL HELENE BOUCHER;95250;91.2;Appartement;4;95051
28555;8 ;RUE DE L ABBE HENOCQUE;95880;63.32;Appartement;3;95210
28556;5 ;RUE RAOUL SBERRO;95120;62.19;Appartement;3;95219
28557;254 ;RUE PAUL BERT;95120;37.93;Appartement;1;95219
28558;18 ;RTE DE FRANCONVILLE;95120;34.54;Appartement;1;95219
28559;4 ;RUE JEAN JACQUES ROUSSEAU;95120;73.71;Appartement;4;95219
28560;4 ;RUE CLAUDE FARRERE;95120;79.71;Appartement;4;95219
28561;2 ;RUE BONNE RENCONTRE;95130;57.82;Appartement;3;95252
28562;246 ;RUE DU GAL LECLERC;95130;80.95;Appartement;4;95252
28563;1 ;CHE DE TAVERNY A BETHEMONT;95150;103.74;Appartement;5;95607
28564;11 ;RUE ALFRED SISLEY;95580;136.54;Maison;5;95369
28565;74 ;CHS JULES CESAR;95150;48.62;Appartement;2;95607
28566;12 ;RUE JEAN JACQUES ROUSSEAU;95120;59.99;Appartement;3;95219
28567;47 ;RUE DES BUSSYS;95600;65.71;Appartement;4;95203
28568;20 ;AV DE PARIS;95600;54.23;Appartement;4;95203
28569;2 ;RUE GUSTAVE FLAUBERT;95120;65.82;Appartement;3;95219
28570;73 ;RUE DU GENERAL DE GAULLE;95880;27.33;Appartement;2;95210
28571;10 ;ALL DES ALOUETTES;95230;98.11;Maison;4;95598
28572;8 ;RUE VAN GOGH;95120;75.01;Appartement;5;95219
28573;1 ;RUE CHARLES GOUNOD;95120;94.94;Appartement;5;95219
28574;214 ;RUE DU GENERAL LECLERC;95120;65.36;Appartement;3;95219
28575;6 ;RUE DE LA COUSSAYE;95880;50.06;Appartement;3;95210
28576;77 B;RUE DES CHESNEAUX;95160;62.94;Appartement;3;95428
28577;49 B;RUE SAINT GERVAIS;95550;31.2;Appartement;2;95060
28578;23 ;RUE BLANCHE;95230;37.38;Appartement;2;95598
28579;16 ;PL DE VERDUN;95880;87.06;Maison;4;95210
28580;4 ;RUE ST CHARLES;95880;69.01;Appartement;4;95210
28581;101 B;GR GRANDE RUE;95550;70.5;Appartement;4;95060
28582;9004 ;RES LES LIGNIERES;95150;67.19;Appartement;4;95607
28583;25 ;RUE DE MONTMORENCY;95410;62.65;Appartement;3;95288
28584;4 ;ALL DE LA MUSIQUE;95210;63.1;Appartement;3;95555
28585;2 ;RUE DE L ERMITAGE;95320;27.85;Appartement;2;95563
28586;5 ;RUE PAUL ELUARD;95120;62.69;Appartement;3;95219
28587;46 ;RUE DE BESSANCOURT;95150;30.77;Appartement;1;95607
28588;1 ;RUE PIERRE CURIE;95360;61.62;Appartement;3;95427
28589;2 ;RUE DES TUILERIES;95360;55.76;Appartement;3;95427
28590;8 ;ALL SAINT JOHN PERSE;95120;50.25;Appartement;2;95219
28591;1 ;RUE GUYNEMER;95320;34.36;Appartement;2;95563
28592;216 ;RUE DU GENERAL LECLERC;95120;62.72;Appartement;3;95219
28593;50 ;RUE DE VAUCELLES;95150;25.36;Appartement;3;95607
28594;26 ;AV DE PARIS;95230;28.31;Appartement;1;95598
28595;6 ;RUE HENRI DUNANT;95600;75;Maison;4;95203
28596;77 B;RUE DES CHESNEAUX;95160;21.14;Appartement;1;95428
28597;19 B;AV PIERRE SEMARD;95250;71.5;Maison;5;95051
28598;7 ;ALL SAINT JOHN PERSE;95120;50.85;Appartement;2;95219
28599;1 ;RES LES RINVALS;95130;60.2;Appartement;3;95252
28600;13 ;AV DE LA FONTAINE RENE;95160;23.95;Appartement;2;95428
28601;1 ;ALL ALFRED DE MUSSET;95580;79.13;Appartement;4;95369
28602;10 ;RUE MATHIEU CHAZOTTE;95170;48.15;Appartement;2;95197
28603;88 ;RUE DU GENERAL LECLERC;95320;21.39;Appartement;1;95563
28604;45 ;RUE DE MALLEVILLE;95880;25.25;Appartement;2;95210
28605;37 ;RUE DE STALINGRAD;95120;30.48;Appartement;1;95219
28606;5 ;RUE DE MONTLIGNON;95320;48.84;Appartement;3;95563
28607;53 ;RUE ALBERT ALLINE;95130;68.1;Appartement;3;95491
28608;25 ;RUE DE LA BARRE;95170;40.05;Appartement;2;95197
28609;35 ;AV KELLERMANN;95230;60.95;Appartement;4;95598
28610;31 ;AV KELLERMANN;95230;51;Appartement;3;95598
28611;1 ;RUE DU PRESIDENT KENNEDY;95120;83.5;Maison;3;95219
28612;4 ;RUE FRANCOIS COUPERIN;95320;53.41;Appartement;2;95563
28613;38 ;RUE DU DEPART;95880;56.71;Appartement;3;95210
28614;6 ;RUE DU CLOS DE PONTOISE;95360;110;Maison;4;95427
28615;6 ;RUE PIERRE MESTRE;95230;95.79;Appartement;5;95598
28616;45 ;RUE DES THERMES;95880;38.64;Appartement;2;95210
28617;5 ;RUE GEORGES RISLER;95170;54.17;Appartement;3;95197
28618;2 ;RUE SAINT EUGENE;95170;83.49;Appartement;4;95197
28619;17 ;RUE AUGUSTE RENOIR;95580;67.92;Appartement;3;95369
28620;22 ;RUE DE LA FOSSE AUX BICHES;95130;60.19;Appartement;3;95252
28621;250 ;CHS JULES CESAR;95600;91;Appartement;5;95203
28622;1 ;RUE DES MORILLONS;95130;82;Appartement;4;95252
28623;7 ;RUE DU DIX HUIT JUIN;95120;78.77;Appartement;4;95219
28624;146 ;RUE DU GENERAL LECLERC;95320;29.15;Appartement;1;95563
28625;26 ;AV DE L HOTEL DE VILLE;95130;81;Appartement;4;95252
28626;56 ;BD SADI CARNOT;95880;60.8;Appartement;3;95210
28627;1 ;AV MATHILDE;95210;71.03;Appartement;3;95555
28628;1 ;RUE JULES VINCENT;95410;84.5;Appartement;4;95288
28629;20 ;AV GEORGES CLEMENCEAU;95160;152.36;Appartement;4;95428
28630;12 ;RUE DE MONTMORENCY;95410;15.64;Appartement;1;95288
28631;4 ;MAIL DE LA FONTAINE MARTIN;95130;23.18;Appartement;1;95491
28632;43 B;AV DE PARIS;95230;90.93;Appartement;5;95598
28633;9 ;RUE BONNE RENCONTRE;95130;33.3;Appartement;2;95252
28634;14 ;ALL DU CLOS DES BOTTES;95680;137.74;Maison;6;95426
28635;34 ;RUE PIERRE BEREGOVOY;95150;75.78;Appartement;4;95607
28636;1 ;AV MAURICE BERTEAUX;95160;69.23;Appartement;3;95428
28637;33 ;CHS JULES CESAR;95130;56.73;Appartement;3;95252
28638;18 ;RUE MARIN;95230;19.49;Appartement;1;95598
28639;55 ;AV DE DOMONT;95160;37;Appartement;2;95428
28640;13 ;RUE DE PARIS;95680;29.3;Appartement;3;95426
28641;94 ;AV CHARLES DE GAULLE;95160;45.56;Appartement;1;95428
28642;4 ;RUE ST CHARLES;95880;43.16;Appartement;2;95210
28643;10 ;RUE MAURICE DALESME;95130;22;Appartement;1;95252
28644;4 ;AV DANIELLE CASANOVA;95210;48.75;Appartement;2;95555
28645;38 ;RUE PIERRE BEREGOVOY;95150;73.84;Appartement;4;95607
28646;1 ;RUE D ERMONT;95390;19.4;Appartement;1;95574
28647;11 ;RUE DU BOIS DE L EPARD;95130;105.74;Maison;6;95252
28648;16 ;RUE PHANIE LELEU;95150;78.1;Appartement;4;95607
28649;4 ;RUE DES ORMES;95360;71.53;Appartement;3;95427
28650;5 ;RUE CARNOT;95230;86.25;Appartement;3;95598
28651;1 ;PAS GALLIENI;95410;70.79;Appartement;4;95288
28652;8 ;PL AUGUSTE RODIN;95120;96.59;Appartement;4;95219
28653;7 ;RUE DU TEMPLE;95880;36.77;Appartement;1;95210
28654;1 ;VLA DU DAUPHINE;95150;58.15;Appartement;3;95607
28655;139 ;RUE DE PARIS;95150;32.39;Appartement;1;95607
28656;18 ;RUE HENRI DUNANT;95170;62.09;Appartement;1;95197
28657;77 B;RUE DES CHESNEAUX;95160;13.77;Appartement;1;95428
28658;4 ;AV DU MAL FOCH;95170;87.58;Appartement;4;95197
28659;1 ;RUE DES CLOSEAUX;95130;59.7;Appartement;3;95252
28660;3 ;RUE DE LA BARRE;95880;42.35;Appartement;2;95210
28661;1 ;RUE DE LA FOSSE AUX BICHES;95130;70.69;Appartement;4;95252
28662;11 ;RUE DE LA COUSSAYE;95880;56.06;Appartement;3;95210
28663;10 ;RUE DES ECOLES;95230;109;Appartement;5;95598
28664;49 ;AV KELLERMANN;95230;58.02;Appartement;3;95598
28665;7 ;ALL DES BELETTES;95580;69.82;Appartement;3;95369
28666;7 ;RUE FONTAINE ST GERMAIN;95230;40.43;Appartement;2;95598
28667;61 ;GR GRANDE RUE;95550;44.93;Appartement;2;95060
28668;16 ;RUE HENRI DUNANT;95170;63;Appartement;3;95197
28669;51 ;RUE CARNOT;95360;34.32;Appartement;2;95427
28670;14 ;RUE LOUIS BRAILLE;95170;81.75;Appartement;4;95197
28671;146 ;RUE DU GENERAL DE GAULLE;95120;46.9;Appartement;2;95219
28672;1 ;RUE DU CAMP;95170;88.62;Appartement;4;95197
28673;241 ;RUE JULES FERRY;95360;56.8;Appartement;3;95427
28674;26 ;RUE EUGENIE;95150;74;Appartement;3;95607
28675;60 ;BD DE MONTMORENCY;95170;61.31;Appartement;3;95197
28676;1 ;RUE BONNE RENCONTRE;95130;43.07;Appartement;2;95252
28677;9 C;RUE REJANE;95120;67.18;Maison;4;95219
28678;14 ;RTE DE FRANCONVILLE;95120;75.76;Appartement;4;95219
28679;4 ;ALL DU CLOS LAISNEES;95120;78.19;Appartement;4;95219
28680;6 ;RUE FRANCOIS COUPERIN;95320;84;Appartement;4;95563
28681;5 B;RUE DE LA BARRE;95170;71.02;Appartement;3;95197
28682;1 T;RUE DE LA LIBERATION;95880;55.22;Appartement;3;95210
28683;30 ;RUE GALLIENI;95160;19.95;Appartement;1;95428
28684;18 B;RUE SAINT JACQUES;95160;77.02;Appartement;3;95428
28685;12 ;RUE ALPHONSE HAUSSAIRE;95880;31.65;Appartement;1;95210
28686;10 ;RUE D ANDILLY;95600;59.95;Appartement;3;95203
28687;1 ;AV DIABLOTS;95320;84;Appartement;4;95563
28688;55 ;RUE DU GENERAL LECLERC;95410;31.61;Appartement;2;95288
28689;7 ;AV GEORGES POMPIDOU;95580;31.01;Appartement;2;95369
28690;14 ;RTE DE FRANCONVILLE;95120;57.81;Appartement;2;95219
28691;24 ;RUE CARNOT;95160;23.63;Appartement;2;95428
28692;3 ;RUE DU CHEMIN VERT DE BOISSY;95150;60.9;Appartement;3;95607
28693;44 ;RUE DU GENERAL LECLERC;95320;77.07;Appartement;3;95563
28694;5 ;RUE HELIE DENOIX DE SAINT-MARC;95320;54.04;Appartement;3;95563
28695;4 ;RUE FRANCOIS COUPERIN;95320;81.71;Appartement;4;95563
28696;1 B;RUE DES POIRIERS;95360;68.33;Appartement;4;95427
28697;1 ;RUE DES CLOS RIBAUDS;95550;94.39;Appartement;5;95060
28698;62 ;RUE JEAN JAURES;95320;70.16;Appartement;4;95563
28699;3 ;PL DES AUBEPINES;95170;28.95;Appartement;1;95197
28700;1 ;ALL HELENE BOUCHER;95150;57.86;Appartement;3;95607
28701;44 ;RUE DE SAINT PRIX;95320;33.13;Appartement;2;95563
28702;23 ;RUE DE PARIS;95320;44.87;Appartement;1;95563
28703;5 ;ALL HELENE BOUCHER;95250;90.94;Appartement;4;95051
28704;6 ;RUE DE BOISSY;95130;76.07;Appartement;4;95252
28705;40 ;RUE DU CHATEAU;95170;67.75;Appartement;3;95197
28706;1 ;RUE DU DOCTEUR PEYROT;95600;85.03;Appartement;4;95203
28707;26 ;RUE DES AUBEPINES;95170;60.86;Appartement;3;95197
28708;5 ;ALL SAINT JOHN PERSE;95120;65.74;Appartement;3;95219
28709;10 ;ALL DU CEDRE;95580;90.67;Maison;5;95369
28710;14 ;AV DE CEINTURE;95880;88.26;Appartement;4;95210
28711;2 ;RUE DES TILLEULS;95170;99.74;Appartement;4;95197
28712;2 ;CHE DU BOUT DE LA VILLE;95410;50.86;Appartement;2;95288
28713;14 ;RUE DES FOLLES ENTREPRISES;95130;88.14;Appartement;5;95252
28714;10 ;RUE DU DOCTEUR MILLET;95160;95.71;Appartement;4;95428
28715;46 ;RUE DE MALLEVILLE;95880;30.64;Appartement;2;95210
28716;4 ;RUE RENE ECHAVIDRE;95150;63.6;Appartement;3;95607
28717;91 ;BD MARECHAL FOCH R N 14;95210;74.7;Appartement;4;95555
28718;20 ;RUE JULES FERRY;95880;75.25;Appartement;4;95210
28719;40 ;RUE DU CHATEAU;95170;68.66;Appartement;3;95197
28720;55 ;RUE DE PARIS;95680;37.45;Appartement;2;95426
28721;35 ;AV DE LA GARE;95170;65.05;Appartement;4;95197
28722;15 ;AV DANIELLE CASANOVA;95210;68.88;Appartement;3;95555
28723;9004 ;RES LES LIGNIERES;95150;69.08;Appartement;4;95607
28724;1 ;RUE DU DOCTEUR PEYROT;95600;22.57;Appartement;1;95203
28725;92 ;RUE DU GAL LECLERC;95130;30;Appartement;1;95252
28726;22 ;RUE CARNOT;95600;15.34;Appartement;1;95203
28727;25 ;RUE DE L ARRIVEE;95880;39.23;Appartement;2;95210
28728;24 ;RUE DU CLOS DE PONTOISE;95360;91.72;Maison;3;95427
28729;1 ;AV MATHILDE;95210;90.36;Appartement;4;95555
28730;15 ;BD MAURICE BERTEAUX;95130;53.18;Appartement;3;95252
28731;1 ;AV GEORGES CLEMENCEAU;95160;20.97;Appartement;2;95428
28732;91 ;BD MARECHAL FOCH R N 14;95210;74;Appartement;4;95555
28733;45 ;CHS JULES CESAR;95130;39.75;Appartement;2;95252
28734;3 ;RUE JEAN THOMAS;95600;77.87;Appartement;4;95203
28735;9 ;PL ALBERT CAMUS;95210;73.66;Appartement;4;95555
28736;9 ;CHE DU MONT GRIFFARD;95160;55.4;Appartement;3;95428
28737;3 ;RUE MARCELIN BERTHELOT;95210;66.67;Appartement;3;95555
28738;42 ;ALL LES CHATAIGNIERS;95680;142.06;Maison;6;95426
28739;13 ;RUE CARNOT;95160;51.01;Appartement;3;95428
28740;47 ;AV PAUL FLEURY;95170;81.25;Maison;5;95197
28741;32 ;RUE BLANCHE;95880;31.74;Appartement;1;95210
28742;4 ;AV DES MARAIS;95130;48.37;Appartement;2;95252
28743;9001 ;RES DES HAUTS ST NICOLAS;95130;36.83;Appartement;1;95491
28744;4 ;RUE DES TUILERIES;95360;57.36;Appartement;3;95427
28745;4 ;MAIL DE LA FONTAINE MARTIN;95130;55.11;Appartement;3;95491
28746;3 ;RUE MAURICE BERTEAUX;95360;91.22;Appartement;5;95427
28747;68 ;RUE JEAN JAURES;95320;69.03;Appartement;4;95563
28748;6 ;IMP DES CLOS MILONS;95130;65;Appartement;3;95252
28749;2 ;RUE DES HALLES;95210;62.04;Appartement;2;95555
28750;6 ;RUE ANATOLE FRANCE;95120;69.98;Appartement;3;95219
28751;33 ;AV MARCHAND;95160;67.22;Appartement;4;95428
28752;16 ;RUE JEAN JACQUES ROUSSEAU;95160;67.95;Appartement;3;95428
28753;8 ;ALL DES FRENES;95210;91.74;Appartement;4;95555
28754;25 ;RES CADET DE VAUX;95130;78.26;Appartement;3;95252
28755;1 ;RUE DES CLOS RIBAUDS;95550;43.08;Appartement;2;95060
28756;9 T;RUE AUGUSTE REY;95390;36.8;Appartement;2;95574
28757;27 ;AV DE L HOTEL DE VILLE;95130;88.32;Appartement;4;95252
28758;14 ;RUE DE LA SOURCE;95130;62.15;Appartement;3;95252
28759;3 ;RUE SAINT GERVAIS;95550;50.62;Appartement;3;95060
28760;29 ;RUE DES MARAIS;95210;45.11;Appartement;2;95555
28761;27 ;RUE DES LEVRIERS;95360;78.5;Appartement;4;95427
28762;1 ;RUE DU HAUT D AULNY;95130;74.47;Appartement;4;95252
28763;5 ;RUE JEAN JAURES;95150;28.96;Appartement;1;95607
28764;2 ;PL DE LA SEINE;95150;85.34;Appartement;4;95607
28765;17 ;ALL NOISETIERS;95250;52.86;Appartement;2;95051
28766;5 ;ALL DU BORDEAU;95150;72.15;Appartement;3;95607
28767;4 ;RUE SAINT JACQUES;95160;31.5;Appartement;2;95428
28768;9 ;PL D ANJOU;95120;71.17;Appartement;3;95219
28769;40 ;RUE DU CHATEAU;95170;48.55;Appartement;2;95197
28770;5 ;AV DIABLOTS;95320;84.07;Appartement;4;95563
28771;3 ;PL SCHEMMERHOFEN;95410;79;Appartement;4;95288
28772;10 ;RUE DES CLOSEAUX;95130;60.31;Appartement;3;95252
28773;65 B;RUE CHARLES DE GAULLE;95130;49.9;Appartement;3;95491
28774;23 B;AV DES MARAIS;95130;108.05;Appartement;5;95252
28775;6 ;PL DE NORMANDIE;95740;120.48;Maison;5;95256
28776;63 ;RUE MATHIEU CHAZOTTE;95170;77.12;Appartement;4;95197
28777;2 B;RUE MAURICE BERTEAUX;95360;47.64;Appartement;2;95427
28778;1 ;ALL DU BORDEAU;95150;71.72;Appartement;3;95607
28779;6 ;AV PAUL FLEURY;95170;65.53;Appartement;4;95197
28780;3 ;ALL SAINT JOHN PERSE;95120;54.2;Appartement;2;95219
28781;1 ;RUE DU GROS CHENE;95130;73.58;Appartement;4;95252
28782;8 ;RUE DU COLONEL CONRAD;95150;69.72;Maison;4;95607
28783;2 ;RUE CLAUDE BERNARD;95120;44.81;Appartement;2;95219
28784; 0;PL SCHEMMERHOFEN;95410;79.57;Appartement;3;95288
28785;3 ;BD MARECHAL FOCH R N 14;95210;75.64;Appartement;4;95555
28786;49 ;RUE DE PARIS;95680;46.01;Appartement;3;95426
28787;4 ;BD GEORGETTE AGUTTE;95210;56.49;Appartement;2;95555
28788;14 ;RTE DE FRANCONVILLE;95120;74.96;Appartement;4;95219
28789;10 ;AV DE DOMONT;95160;83.14;Appartement;4;95428
28790;77 B;RUE DES CHESNEAUX;95160;62.9;Appartement;3;95428
28791;7 ;ALL DU CLOS DES LIEVRES;95120;62.11;Appartement;3;95219
28792;128 ;AV DE CEINTURE;95210;25.46;Appartement;1;95555
28793;1 ;MAIL CHARLES HUAULT;95360;43.48;Appartement;2;95427
28794;42 ;RUE DU DEPART;95880;70.91;Appartement;4;95210
28795;87 ;AV GENERAL LECLERC;95390;79;Appartement;4;95574
28796;22 ;AV MARTHE;95230;94.92;Appartement;4;95598
28797;9 ;RUE SAO JOAO DA PESQUEIRA;95550;44.15;Appartement;2;95060
28798;4 ;RUE FERDINAND BERTHOUD;95410;86.88;Appartement;4;95288
28799;20 ;SEN DES COQUINS;95170;117.62;Maison;4;95197
28800;77 B;RUE DES CHESNEAUX;95160;62.13;Appartement;3;95428
28801;7 ;RUE ABEL FAUVEAU;95170;51;Appartement;2;95197
28802;9001 ;ALL DE FRANCHE COMTE;95130;64.25;Appartement;3;95491
28803;5 ;ALL DE LA MUSIQUE;95210;78.4;Appartement;1;95555
28804;1 ;SQ DE L ETANG;95130;49.26;Appartement;3;95252
28805;222 ;RUE DU GAL LECLERC;95130;55.2;Appartement;2;95252
28806;147 ;RUE DU GENERAL LECLERC;95320;71.48;Appartement;3;95563
28807;106 ;RUE DES CHESNEAUX;95160;39.17;Appartement;2;95428
28808;76 ;RUE DU GENERAL DE GAULLE;95320;43.44;Appartement;2;95563
28809;144 ;RUE DE LA GARE;95120;42.6;Appartement;3;95219
28810;23 B;RUE SARAH BERNHARDT;95130;87.28;Maison;3;95491
28811;6 ;RUE D ANDILLY;95600;72.06;Appartement;4;95203
28812;12 ;RUE NAPOLEON FAUVEAU;95170;59.95;Appartement;3;95197
28813;1 ;RUE DES CLOSEAUX;95130;48.97;Appartement;2;95252
28814;22 ;RUE MARIN;95230;51.46;Appartement;3;95598
28815;192 ;AV LA DIVISION LECLERC;95160;60.27;Appartement;2;95428
28816;4 ;RUE DU BOIS JACQUES;95600;77.31;Appartement;5;95203
28817;61 B;AV DIVISION LECLERC;95170;77.71;Appartement;3;95197
28818;51 ;AV DES MARAIS;95130;64.05;Appartement;3;95252
28819;16 ;RUE ALPHONSE HAUSSAIRE;95880;48.02;Appartement;3;95210
28820;1 ;RUE DE L EST;95550;19.3;Appartement;1;95060
28821;3 ;AV DES MARAIS;95130;59.79;Appartement;3;95252
28822;2 ;MAIL RENAISSANCE;95120;63.64;Appartement;3;95219
28823;23 B;AV DES MARAIS;95130;84.1;Appartement;4;95252
28824;4 ;RUE ST CHARLES;95880;42.9;Appartement;2;95210
28825;8 ;RUE VICTOR HUGO;95130;53;Appartement;3;95491
28826;7 ;RUE DES BOULEAUX;95130;62.58;Appartement;3;95252
28827;63 ;RUE PASTEUR;95320;32.14;Appartement;2;95563
28828;9 ;RUE ROBERT FOULON;95360;72.14;Appartement;3;95427
28829;6 ;PL DE LA GARE;95130;47.84;Appartement;2;95252
28830;18 ;RUE DU GROS CHENE;95130;119.85;Maison;6;95252
28831;59 ;AV DE PARIS;95230;67.59;Appartement;4;95598
28832;3 ;RUE DE LA SABLIERE;95580;59.79;Appartement;4;95014
28833;13 ;AV DE LA GARE;95170;40.86;Appartement;3;95197
28834;59 ;AV DE PARIS;95230;55.29;Appartement;3;95598
28835;9004 ;RES LES LIGNIERES;95150;57.06;Appartement;3;95607
28836;2 ;RUE DES MORTEFONTAINES;95170;36.8;Appartement;2;95197
28837;1 ;RUE JEAN POIRE;95210;32.15;Appartement;1;95555
28838;2 ;RUE DES TUILERIES;95360;58.43;Appartement;3;95427
28839;7 ;AV D ALSACE LORRAINE;95600;25.78;Appartement;2;95203
28840;2 ;RUE BONNE RENCONTRE;95130;56.25;Appartement;3;95252
28841;33 ;RUE DU COLONEL FABIEN;95390;42.4;Appartement;2;95574
28842;2 ;PL DE LA SEINE;95150;73.11;Appartement;3;95607
28843;5 ;BD DE VERDUN;95250;61.37;Appartement;3;95051
28844;44 ;RUE CHARLES BURGER;95130;66.1;Appartement;3;95252
28845;73 T;AV CHARLES DE GAULLE;95160;29.75;Appartement;1;95428
28846;26 ;AV DE LA GARE;95250;81.21;Appartement;4;95051
28847;35 ;CHS JULES CESAR;95130;38.56;Appartement;2;95252
28848;26 ;RUE DES AUBEPINES;95170;43.53;Appartement;2;95197
28849;63 ;RUE PASTEUR;95320;25.8;Appartement;2;95563
28850;3 ;RUE PIERRE BROSSOLETTE;95600;34.33;Appartement;2;95203
28851;14 ;RUE DU HAUT D AULNY;95130;60.87;Appartement;3;95252
28852;1 ;RUE DE L ARRIVEE;95880;13.47;Appartement;1;95210
28853;20 B;RUE PASTEUR;95410;41.96;Appartement;2;95288
28854;5 ;RUE ROBERT FOULON;95360;51.5;Appartement;2;95427
28855;17 ;RUE ROBERT JOUBEL;95210;87.75;Appartement;4;95555
28856;9001 ;ALL DE CHAMPAGNE;95130;64.53;Appartement;3;95491
28857;82 ;CHS JULES CESAR;95600;25.53;Appartement;1;95203
28858;2 ;RUE DE LA SOURCE;95130;58;Appartement;3;95252
28859;14 ;MAIL RENAISSANCE;95120;48.05;Appartement;2;95219
28860;9 ;RUE DES HAYETTES;95130;45.46;Appartement;2;95252
28861;74 ;CHS JULES CESAR;95150;66.76;Appartement;4;95607
28862;145 ;RUE DE PARIS;95150;20.26;Appartement;2;95607
28863;1 ;RUE ANATOLE FRANCE;95120;16.88;Appartement;1;95219
28864;11 ;PL DE LA REPUBLIQUE;95130;66.43;Appartement;3;95252
28865;7 ;PL D ANJOU;95120;69.17;Appartement;3;95219
28866;15 B;AV CHANZY;95130;48.49;Appartement;2;95252
28867;6 ;RUE DE LA STATION;95410;21.33;Appartement;3;95288
28868;5 ;RUE DE LA TOUR;95130;61.06;Appartement;3;95252
28869;4 ;RUE RENE ECHAVIDRE;95150;62.05;Appartement;3;95607
28870;12 B;RUE GRANGERET DE LA GRANGE;95130;37.6;Appartement;2;95491
28871;4 ;RUE DE TAVERNY;95130;62.55;Appartement;3;95252
28872;15 B;AV CHANZY;95130;31.14;Appartement;1;95252
28873;35 ;RUE DE SOISY;95600;56.76;Appartement;3;95203
28874;77 B;RUE DES CHESNEAUX;95160;63.54;Appartement;3;95428
28875;31 ;RUE DE L EGLISE;95150;27.95;Appartement;2;95607
28876;61 ;RUE DE PARIS;95130;41.79;Appartement;2;95252
28877;35 ;RUE DE SOISY;95600;55.4;Appartement;3;95203
28878;3 ;RUE JEAN THOMAS;95600;64;Appartement;3;95203
28879;8 ;ALL LUCIE AUBRAC;95600;41.65;Appartement;2;95203
28880;1 ;RUE DU FORT;95160;78.81;Appartement;4;95428
28881;3 ;RUE PIERRE BROSSOLETTE;95600;75.05;Appartement;4;95203
28882;65 ;RUE EDGAR DEGAS;95580;107.75;Maison;4;95369
28883;9 B;GR GRANDE RUE;95550;40.5;Appartement;1;95060
28884;15 ;RUE MAURICE BERTEAUX;95360;72.29;Appartement;3;95427
28885;7 ;AV FOCH;95160;38.57;Appartement;1;95428
28886;1 ;RUE JEAN BAPTISTE LEGENDRE;95210;56.25;Appartement;3;95555
28887;27 ;AV DE CEINTURE;95880;73.96;Appartement;4;95210
28888;3 ;BD MAURICE BERTEAUX;95130;71.21;Appartement;4;95252
28889;176 ;RUE DU GENERAL LECLERC;95120;69.37;Appartement;3;95219
28890;62 ;RUE HAUTE;95170;30.68;Appartement;2;95197
28891;25 ;RUE DES LEVRIERS;95360;74.51;Appartement;4;95427
28892;1 ;AV MAURICE BERTEAUX;95160;69.63;Appartement;3;95428
28893;44 ;AV GAL LECLERC;95250;35.24;Appartement;2;95051
28894;40 ;BD GAMBETTA;95110;40.6;Appartement;2;95582
28895;1 ;AV FOCH;95220;80.28;Appartement;4;95306
28896;13 ;AV RESIDENCE;95110;67;Maison;4;95582
28897;96 B;RUE DE LA REPUBLIQUE;95100;30.39;Appartement;2;95018
28898;25 ;RUE ALFRED LABRIERE;95100;15.94;Appartement;1;95018
